Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Record Count,Record Count,Month-Year
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Harassment,HARASSMENT - COLD,,,,No weapon (unarmed),392581,North Precinct,7,,931527547,345870,Black,Male,No,22,932000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jun-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Harassment,HARASSMENT - COLD,,,,No weapon (unarmed),967940,North Precinct,10,,931527547,345870,Black,Male,No,22,932000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jun-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),704808,Traffic,24,,558525763,348554,White,Female,No,40,349000000000000,Aggressive,Active,,,,,,,Dispatched,,Yes,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Harassment,HARASSMENT - COLD,,,,No weapon (unarmed),711211,Central Precinct,2,,544546963,161061,White,Male,Yes,59,544708024,Active,Active,Aggressive,,,,,,Dispatched,Yes,,,1,1,Apr-20
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),737821,Central Precinct,5,,328529301,435813,White,Male,Yes,40,329000000000000,Active,Active,Active,,,,,,Self-Initiated,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),148661,Central Precinct,7,,328529301,435813,White,Male,Yes,40,329000000000000,Active,Active,Active,,,,,,Self-Initiated,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown,,,,,,,-,Assault,ASSAULT - PRIORITY,,,,No weapon (unarmed),836731,East Precinct,2,,53519918,249258,Black,Male,Yes,47,24900000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Dec-17
,IV,Arrest-Misdemeanor,Monday,,,,Control Against Resistance,Takedown,,,,,,,-,Assault,ASSAULT - PRIORITY,,,,No weapon (unarmed),515991,East Precinct,2,,53519918,249258,Black,Male,Yes,47,24900000000000,Active,Active,,,,,,,Dispatched,,,,1,1,Dec-17
,IV,Arrest-Misdemeanor,Monday,,,,PFA,,,,,,,,1800-2359,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,,,164861,Central Precinct,5,,848538526,3563464,Black,Male,Yes,22,852101990,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Aug-19
,IV,Arrest-Misdemeanor,Monday,,,,PFA,,,,,,,,1800-2359,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,,,461691,Central Precinct,5,,848538526,3563464,Black,Male,Yes,22,852101990,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Aug-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),213461,East Precinct,3,,89528238,344908,White,Male,No,43,89500000000000,Active,,,,,,,,Dispatched,,,,1,1,Jul-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),415579,East Precinct,23,,89528238,344908,White,Male,No,43,89500000000000,Active,,,,,,,,Dispatched,,,,1,1,Jul-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),752920,Central Precinct,14,,207538879,1709417,White,Female,No,36,209248296,Active,,,,,,,,Dispatched,Yes,,,1,1,Sep-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),667208,North Precinct,27,,495539222,622414,White,Male,Unknown,25,496161636,Active,,,,,,,,Dispatched,Yes,,,1,1,Oct-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - COLD,,Yes,,No weapon (unarmed),747119,North Precinct,21,,780539805,4093152,White,Female,Yes,35,784632957,Active,,,,,,,,Dispatched,,,,1,1,Dec-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - COLD,,Yes,,No weapon (unarmed),316368,North Precinct,25,,780539805,4093152,White,Female,Yes,35,784632957,Active,,,,,,,,Dispatched,,,,1,1,Dec-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,,,927641,North Precinct,7,,965527097,426785,Black,Female,Yes,30,966000000000000,Active,,,,,,,,Dispatched,Yes,Yes,Weapon Present or reported but not used or threatened use,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,1087151,East Precinct,1,,965527097,426785,Black,Female,Yes,30,966000000000000,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Other,DETAIL,,,,No weapon (unarmed),748120,Transit (PPB Only),12,,984527277,519302,Black,Male,Yes,25,985000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,May-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Other,DETAIL,,,,No weapon (unarmed),1107448,Transit (PPB Only),24,,984527277,519302,Black,Male,Yes,25,985000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,May-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - COLD,,,,No weapon (unarmed),571001,Central Precinct,3,,68537968,331526,White,Male,No,70,68869494,Active,,,,,,,,Dispatched,,,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - COLD,,,,No weapon (unarmed),341081,Central Precinct,3,,193538339,3632201,Black,Male,Yes,28,197170540,Active,,,,,,,,Dispatched,,,,1,1,Aug-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - COLD,,,,No weapon (unarmed),571001,Central Precinct,3,,193538339,3632201,Black,Male,Yes,28,197170540,Active,,,,,,,,Dispatched,,,,1,1,Aug-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - COLD,,,,No weapon (unarmed),758521,Central Precinct,10,,193538339,3632201,Black,Male,Yes,28,197170540,Active,,,,,,,,Dispatched,,Yes,,1,1,Aug-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Theft,THEFT - PRIORITY,,,,No weapon (unarmed),851231,East Precinct,3,,447549302,228274,White,Male,Yes,55,447777576,Active,,,,,,,,Dispatched,Yes,,,1,1,Dec-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Threat,THREAT - PRIORITY,,,,,997341,North Precinct,2,,645549434,3459583,White,Male,Yes,44,649009017,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Dec-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Threat,THREAT - PRIORITY,,,,,667208,North Precinct,28,,645549434,3459583,White,Male,Yes,44,649009017,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Dec-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),630311,North Precinct,1,,566538063,584820,White,Female,Yes,35,567122883,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),742219,North Precinct,17,,566538063,584820,White,Female,Yes,35,567122883,Active,,,,,,,,Dispatched,Yes,Yes,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,,,No weapon (unarmed),1056551,Central Precinct,3,,817529386,380001,White,Male,No,37,818000000000000,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Assist,MEDICAL ASSIST,,,,No weapon (unarmed),916631,Central Precinct,8,,817529386,380001,White,Male,No,37,818000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1020641,Central Precinct,9,,546548293,400905,White,Male,Yes,38,546949198,Active,,,,,,,,Dispatched,,Yes,,1,1,Aug-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),940541,Central Precinct,11,,546548293,400905,White,Male,Yes,38,546949198,Active,,,,,,,,Dispatched,,Yes,,1,1,Aug-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Harassment,HARASSMENT - COLD,,,,No weapon (unarmed),1020040,Central Precinct,14,,544546963,161061,White,Male,Yes,59,544708024,Active,,,,,,,,Dispatched,Yes,,,1,1,Apr-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),673111,Central Precinct,4,,814556446,4191792,Native American,Male,No,27,818748238,Active,,,,,,,,Self-Initiated,,,,1,1,Mar-21
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),839328,Central Precinct,27,,814556446,4191792,Native American,Male,No,27,818748238,Active,,,,,,,,Self-Initiated,,,,1,1,Mar-21
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON - WITH WEAPON *H,,,,,438291,North Precinct,1,,833536306,247615,Black,Female,No,32,833783921,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON - WITH WEAPON *H,,,,,471290,North Precinct,11,,833536306,247615,Black,Female,No,32,833783921,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Feb-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Area/Premise Check,AREA CHECK,,,,No weapon (unarmed),752121,Central Precinct,2,,767529045,256706,White,Male,Yes,60,768000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,,No weapon (unarmed),651810,East Precinct,17,,574556233,588172,Hispanic,Male,Yes,33,575144405,Active,,,,,,,,Dispatched,Yes,,,1,1,Mar-21
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),915731,North Precinct,6,,327537521,507499,White,Female,No,30,328045020,Active,,,,,,,,Dispatched,Yes,,,1,1,Jun-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),791219,North Precinct,19,,327537521,507499,White,Female,No,30,328045020,Active,,,,,,,,Dispatched,Yes,,,1,1,Jun-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),710512,Central Precinct,1,,284558380,389336,White,Male,Yes,31,284947716,Active,,,,,,,,Dispatched,,,,1,1,Sep-21
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1087552,Central Precinct,1,,284558380,389336,White,Male,Yes,31,284947716,Active,,,,,,,,Dispatched,,,,1,1,Sep-21
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,927141,East Precinct,1,,73527198,1769356,Black,Female,No,25,735000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,298268,East Precinct,23,,73527198,1769356,Black,Female,No,25,735000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,,,997941,Central Precinct,1,,486529392,575061,Asian,Male,Yes,32,487000000000000,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,1,1,Oct-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,,No weapon (unarmed),1035151,East Precinct,3,,591549373,418769,Hispanic,Female,No,36,591968142,Active,,,,,,,,Dispatched,Yes,,,1,1,Dec-20
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),686210,East Precinct,4,,520519343,336415,White,Male,No,41,336000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-17
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,-,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),916731,East Precinct,5,,520519343,336415,White,Male,No,41,336000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Nov-17
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),952041,North Precinct,2,,473519172,3698495,Black,Female,Yes,27,3700000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Oct-17
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,,,,,,,,-,Subject Stop,SUBJECT STOP,,,,No weapon (unarmed),1064051,North Precinct,2,,473519172,3698495,Black,Female,Yes,27,3700000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Oct-17
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),948240,North Precinct,12,,495539222,622414,White,Male,Unknown,25,496161636,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Oct-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Area/Premise Check,AREA CHECK,,,,No weapon (unarmed),856431,Central Precinct,0,,834537876,3632201,Black,Male,Yes,28,838170077,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Area/Premise Check,AREA CHECK,,,,No weapon (unarmed),884731,Central Precinct,6,,834537876,3632201,Black,Male,Yes,28,838170077,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Jul-19
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,Takedown (IV),Control Against Resistance,,,,,,0600-1159,Theft,THEFT - PRIORITY,,Yes,,No weapon (unarmed),337378,Central Precinct,23,,803526005,517275,Black,Male,No,60,517000000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Resisted HC,Takedown (IV),Control Against Resistance,,,,,,1800-2359,Theft,THEFT - PRIORITY,,Yes,,No weapon (unarmed),847629,Central Precinct,21,,803526005,517275,Black,Male,No,59,517000000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown,Resisted HC,,,,,,,-,Subject Stop,PERSON CONTACT (86),,,,No weapon (unarmed),326279,Central Precinct,10,,167519769,3691228,White,Male,Yes,25,3690000000000000,Active,Active,,,,,,,Self-Initiated,,,,1,1,Dec-17
,IV,Arrest-Misdemeanor,Monday,,,,Takedown,Resisted HC,,,,,,,-,Warrant,WARRANT,,,,No weapon (unarmed),809721,Central Precinct,5,,685519174,293776,White,Male,Yes,36,294000000000000,Active,Active,,,,,,,Self-Initiated,,Yes,,1,1,Oct-17
,IV,Arrest-Misdemeanor,Monday,,,,Takedown,Resisted HC,,,,,,,-,Warrant,WARRANT,,,,No weapon (unarmed),340880,Central Precinct,12,,685519174,293776,White,Male,Yes,36,294000000000000,Active,Active,,,,,,,Self-Initiated,,Yes,,1,1,Oct-17
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (II and III),,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),849828,TOD,19,,241547140,1699128,Black,Male,No,20,243246268,Aggressive,,,,,,,,Self-Initiated,,,,1,1,May-20
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),571001,Central Precinct,3,,353527101,463293,White,Male,Yes,43,354000000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Apr-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),239271,East Precinct,3,,401556091,1449301,White,Male,No,31,403005392,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Feb-21
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),,,,,,,,0600-1159,Theft,THEFT - PRIORITY,,,,No weapon (unarmed),613201,East Precinct,1,,447549302,228274,White,Male,Yes,55,447777576,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Dec-20
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Control Against Resistance,,,,,,,1800-2359,Assault,SHOOTING - WITH WEAPON *H,,,,No weapon (unarmed),973641,North Precinct,14,,507525912,407567,White,Male,No,46,408000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Control Against Resistance,Resisted HC,,,,,,1800-2359,Theft,THEFT - PRIORITY,,Yes,,No weapon (unarmed),783720,Central Precinct,15,,803526005,517275,Black,Male,No,59,517000000000000,Active,Active,Active,,,,,,Dispatched,,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),757121,North Precinct,1,,219525680,486247,White,Male,No,38,486000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),139660,North Precinct,16,,219525680,486247,White,Male,No,38,486000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),882128,North Precinct,26,,219525680,486247,White,Male,No,38,486000000000000,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Jan-18
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Resisted HC,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),704808,Central Precinct,26,,207538879,1709417,White,Female,No,36,209248296,Active,Active,,,,,,,Dispatched,Yes,,,1,1,Sep-19
,IV,Arrest-Misdemeanor,Monday,,,,Takedown (IV),Resisted HC,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),243370,Central Precinct,10,,473526422,465560,White,Female,Yes,32,466000000000000,Aggressive,Active,,,,,,,Dispatched,,Yes,,1,1,Mar-18
,IV,Arrest-Misdemeanor,Monday,Firearm,,,PFA,,,,,,,,1800-2359,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,,,653110,Traffic,13,,160536309,1742636,Hispanic,Male,No,19,162278945,Aggressive,,,,,,,,Dispatched,Yes,,,1,1,Feb-19
,IV,Arrest-Other Agency,Monday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),213461,East Precinct,4,,569539483,3750670,White,Female,Yes,27,573290153,Aggressive,Aggressive,,,,,,,Dispatched,,,,1,1,Nov-19
,IV,Arrest-Warrant,Monday,,,,Box-in VIS,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),1020641,Central Precinct,9,,468549302,390995,White,Male,No,38,468940297,Passive,,,,,,,,Self-Initiated,,,,1,1,Dec-20
,IV,Arrest-Warrant,Monday,,,,Box-in VIS,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),650511,Central Precinct,11,,468549302,390995,White,Male,No,38,468940297,Passive,,,,,,,,Self-Initiated,,,,1,1,Dec-20
,IV,Arrest-Warrant,Monday,,,,Box-in VIS,Box-in VIS,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,,,793219,North Precinct,22,,805546875,589000,White,Male,No,25,806135875,Passive,Passive,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Apr-20
,IV,Arrest-Warrant,Monday,,,,Box-in VIS,Takedown (II and III),,,,,,,0600-1159,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),334481,East Precinct,10,,614535914,624992,White,Male,Yes,23,615160906,Aggressive,Aggressive,,,,,,,Self-Initiated,,,,1,1,Jan-19
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,,Yes,,,312472,North Precinct,1,,654557584,4211091,White,Male,No,28,658768675,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jul-21
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Behavioral Health,ECIT,,Yes,,,910631,North Precinct,10,,654557584,4211091,White,Male,No,28,658768675,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Jul-21
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),216161,East Precinct,4,,184558019,462841,Hispanic,Male,No,33,185020860,Active,,,,,,,,Dispatched,,,,1,1,Aug-21
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),690111,East Precinct,4,,184558019,462841,Hispanic,Male,No,33,185020860,Active,,,,,,,,Dispatched,,,,1,1,Aug-21
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),1033151,Central Precinct,2,,54536808,3998494,White,Female,Yes,21,58535302,Active,,,,,,,,Dispatched,,,,1,1,Apr-19
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Warrant,WARRANT,,,,No weapon (unarmed),426291,East Precinct,1,,172529859,436414,White,Female,Yes,33,173000000000000,Active,,,,,,,,Dispatched,,,,1,1,Dec-18
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,0600-1159,Warrant,WARRANT,,,,No weapon (unarmed),713409,East Precinct,17,,172529859,436414,White,Female,Yes,33,173000000000000,Active,,,,,,,,Dispatched,,,,1,1,Dec-18
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,,,No weapon (unarmed),591301,Central Precinct,1,,520537513,605646,Black,Female,Yes,27,521143159,Passive,,,,,,,,Dispatched,,,,1,1,Jun-19
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,,,No weapon (unarmed),571001,Central Precinct,3,,520537513,605646,Black,Female,Yes,27,521143159,Passive,,,,,,,,Dispatched,,,,1,1,Jun-19
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,,,No weapon (unarmed),789020,Central Precinct,14,,520537513,605646,Black,Female,Yes,27,521143159,Passive,,,,,,,,Dispatched,,,,1,1,Jun-19
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),1090651,East Precinct,7,,340528071,243586,Native American,Female,No,41,341000000000000,Active,,,,,,,,Self-Initiated,,,,1,1,Jul-18
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,TriMet,TRIMET INCIDENT - PRIORITY,,,,No weapon (unarmed),698511,East Precinct,10,,913538067,630753,Black,Female,No,18,914168820,Active,,,,,,,,Dispatched,,,,1,1,Jul-19
,IV,Arrest-Warrant,Monday,,,,Control Against Resistance,,,,,,,,1200-1759,TriMet,TRIMET INCIDENT - PRIORITY,,,,No weapon (unarmed),1022438,K9,24,,913538067,630753,Black,Female,No,18,914168820,Active,,,,,,,,Self-Initiated,,,,1,1,Jul-19
